,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,BMA,C&M,CEL,CMKA,ICON,IONE,,FMA
PIB-FRB-24,19-Oct-23,19-Oct-26,Quarterly,99.29,0,99.68,99.67,99.72,99.66,0,99.6,,99.65
PIB-FRB-25,19-Oct-23,19-Oct-28,Half-Yearly,98.81,0,98.87,98.98,98.93,98.88,0,98.79,,98.87
PIB-FRB-26,14-Dec-23,14-Dec-28,Half-Yearly,98.61,0,98.7,98.74,98.74,98.69,0,98.72,,98.71
PIB-FRB-27,14-Dec-23,14-Dec-33,Half-Yearly,95.38,0,96.05,96.04,96,95.94,0,96.19,,96.01
PIB-FRB-28,7-Feb-24,7-Feb-29,Half-Yearly,98.59,0,98.6,98.03,98.58,98.53,0,98.58,,98.57
PIB-FRB-29,7-Feb-24,7-Feb-34,Half-Yearly,95.37,0,95.55,95.37,95.47,95.47,0,95.21,,95.42
PIB-FRB-30,18-Apr-24,18-Apr-29,Half-Yearly,98.66,0,98.65,98.86,98.65,98.65,0,98.62,,98.65
PIB-FRB-31,18-Apr-24,18-Apr-34,Half-Yearly,95.83,0,96,95.91,96.07,95.97,0,95.91,,95.95
PIB-FRB-32,27-Jun-24,27-Jun-29,Half-Yearly,98.59,0,98.65,98.59,98.6,98.62,0,98.68,,98.62
PIB-FRB-33,5-Sep-24,5-Sep-29,Half-Yearly,98.57,0,98.6,98.56,98.55,98.57,0,98.62,,98.58
PIB-FRB-34,5-Sep-24,5-Sep-34,Half-Yearly,95.45,0,95.78,95.68,95.7,95.75,0,95.94,,95.73
PIB-FRB-35,3-Oct-24,3-Oct-26,Half-Yearly,99.76,0,99.83,99.87,99.8,99.8,0,99.78,,99.8
PIB-FRB-36,3-Oct-24,3-Oct-29,Half-Yearly,98.54,0,98.55,98.52,98.53,98.53,0,98.61,,98.54
PIB-FRB-37,3-Oct-24,3-Oct-34,Half-Yearly,95.42,0,95.7,95.66,95.65,95.67,0,95.91,,95.67
PIB-FRB-38,7-Feb-24,7-Feb-27,Quarterly,99.33,0,99.5,99.62,99.32,99.52,0,98.8,,99.42
PIB-FRB-39,14-Nov-24,14-Nov-29,Half-Yearly,98.82,0,98.7,98.73,98.66,98.66,0,98.72,,98.7
PIB-FRB-40,14-Nov-24,14-Nov-34,Half-Yearly,95.42,0,95.7,95.78,95.67,95.68,0,95.94,,95.71
PIB-FRB-41,12-Dec-24,12-Dec-29,Half-Yearly,98.5,0,98.47,98.46,98.46,98.43,0,98.46,,98.46
PIB-FRB-42,12-Dec-24,12-Dec-34,Half-Yearly,95.11,0,95.6,95.52,95.45,95.53,0,95.79,,95.53
PIB-FRB-43,9-Jan-25,9-Jan-27,Half-Yearly,99.72,0,99.85,99.98,99.8,99.85,0,100,,99.87
PIB-FRB-44,9-Jan-25,9-Jan-30,Half-Yearly,98.48,0,98.36,98.45,98.28,98.35,0,97.96,,98.36
PIB-FRB-45,9-Jan-25,9-Jan-35,Half-Yearly,95.21,0,95.5,95.48,95.4,95.48,0,95.48,,95.46
PIB-FRB-46,17-Apr-25,17-Apr-30,Half-Yearly,98.4,0,98.35,98.4,98.21,98.33,0,98.39,,98.37
PIB-FRB-47,17-Apr-25,17-Apr-35,Half-Yearly,95.31,0,95.6,95.67,95.55,95.52,0,95.72,,95.59
PIB-FRB-48,29-May-25,29-May-35,Half-Yearly,95.16,0,95.4,95.42,95.26,95.32,0,95.32,,95.33
PIB-FRB-49,10-Jul-25,10-Jul-35,Half-Yearly,95.13,0,95.19,95.08,95.3,95.19,0,95.13,,95.16
