,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,99.73,99.73,99.74,99.82,99.83,99.72,99.83,99.79,,99.77
PIB-FRB-16,7-Apr-22,7-Apr-25,Quarterly,99.97,99.94,99.97,99.95,99.95,100,99.96,99.96,,99.96
PIB-FRB-17,8-Sep-22,8-Sep-25,Quarterly,99.84,99.8,99.85,99.85,99.79,99.75,99.85,99.85,,99.83
PIB-FRB-18,4-Nov-21,4-Nov-31,Half-Yearly,95.2,94.91,95.1,95.2,95.12,95.14,95.12,95.12,,95.13
PIB-FRB-19,17-Nov-22,17-Nov-27,Half-Yearly,98.4,98.82,98.6,98.7,98.83,98.72,98.82,98.73,,98.73
PIB-FRB-20,9-Feb-23,9-Feb-26,Quarterly,99.54,99.54,99.54,99.5,99.54,99.72,99.53,99.59,,99.55
PIB-FRB-21,6-Apr-23,6-Apr-25,Quarterly,99.89,99.9,99.87,99.9,99.89,99.9,99.9,99.9,,99.9
PIB-FRB-22,6-Apr-23,6-Apr-28,Half-Yearly,97.85,97.82,97.74,97.72,97.72,97.77,97.72,97.85,,97.77
PIB-FRB-23,10-Aug-23,10-Aug-28,Half-Yearly,97.45,97.53,97.45,97.48,97.37,97.36,97.4,97.36,,97.42
PIB-FRB-24,21-Sep-23,21-Sep-25,Quarterly,99.58,99.49,99.53,99.58,99.55,99.52,99.52,99.53,,99.54
PIB-FRB-25,21-Sep-23,21-Sep-26,Quarterly,99.14,98.57,99.06,99,98.86,99.46,99.05,99.07,,99.03
PIB-FRB-26,21-Sep-23,21-Sep-28,Half-Yearly,98.15,97.61,98.03,97.6,97.17,97.56,97.58,97.66,,97.67
PIB-FRB-27,19-Oct-23,19-Oct-26,Quarterly,99.03,99.01,99.09,99.1,99.17,98.92,99.05,99.03,,99.05
PIB-FRB-28,19-Oct-23,19-Oct-28,Half-Yearly,97.45,97.46,97.45,97.4,97.34,97.4,97.45,97.45,,97.43
PIB-FRB-29,14-Dec-23,14-Dec-28,Half-Yearly,97.45,97.29,97.45,97.42,97.16,97.29,97.4,97.39,,97.37
PIB-FRB-30,14-Dec-23,14-Dec-33,Half-Yearly,92.58,93.15,94.75,93.15,93.21,92.81,93.15,92.87,,93.06
PIB-FRB-31,7-Feb-24,7-Feb-29,Half-Yearly,97.87,97.07,97.01,97,96.99,96.92,97.02,97.14,,97.04
PIB-FRB-32,7-Feb-24,7-Feb-34,Half-Yearly,94.16,93.24,95.55,93.5,93.5,93.49,93.5,93.5,,93.61
PIB-FRB-33,18-Apr-24,18-Apr-29,Half-Yearly,97.09,97.07,97.15,97.1,96.94,97.07,97.1,97.03,,97.08
PIB-FRB-34,18-Apr-24,18-Apr-34,Half-Yearly,93.68,93.67,93.58,93.49,93.32,93.44,93.55,93.55,,93.55
PIB-FRB-35,27-Jun-24,27-Jun-29,Half-Yearly,97.09,97.08,96.96,97.1,96.93,97.08,97.08,97.12,,97.07
PIB-FRB-36,5-Sep-24,5-Sep-29,Half-Yearly,97.15,97.03,97.64,97.1,96.56,97.26,97.1,97.21,,97.14
PIB-FRB-37,5-Sep-24,5-Sep-34,Half-Yearly,94.76,94.52,94.43,94.47,94.13,94.31,94.46,94.38,,94.43
PIB-FRB-38,3-Oct-24,3-Oct-26,Half-Yearly,99.65,99.8,99.78,99.7,99.67,99.78,99.73,99.74,,99.73
PIB-FRB-39,3-Oct-24,3-Oct-29,Half-Yearly,97.1,97.14,97.08,97.06,96.78,97.07,97.08,97.06,,97.08
PIB-FRB-40,3-Oct-24,3-Oct-34,Half-Yearly,93.7,93.77,93.6,93.78,93.34,93.69,93.78,93.79,,93.72
PIB-FRB-41,7-Feb-24,7-Feb-27,Quarterly,98.72,98.8,98.7,98.69,98.53,98.9,98.72,98.82,,98.74
PIB-FRB-42,14-Nov-24,14-Nov-29,Half-Yearly,97.52,96.95,97.25,97.25,96.92,97.18,97.25,97.35,,97.21
PIB-FRB-43,14-Nov-24,14-Nov-34,Half-Yearly,92.82,94.03,92.94,93.28,92.97,93.05,93.25,93.36,,93.14
PIB-FRB-44,12-Dec-24,12-Dec-29,Half-Yearly,96.86,97.01,96.96,96.85,96.75,96.98,96.9,96.96,,96.92
PIB-FRB-45,12-Dec-24,12-Dec-34,Half-Yearly,93.16,93.15,92.55,92.8,93.31,92.65,92.65,93.01,,92.9
PIB-FRB-46,9-Jan-25,9-Jan-27,Semiannually,99.64,99.97,100.13,100,99.97,100,99.97,99.96,,99.98
PIB-FRB-47,9-Jan-25,9-Jan-30,Semiannually,96.77,96.83,96.76,96.77,96.7,96.76,96.77,96.74,,96.76
PIB-FRB-48,9-Jan-25,9-Jan-35,Semiannually,92.64,92.89,92.89,92.89,92.9,92.89,92.89,92.74,,92.87
